word,pos,dfns
shut,noun,A narrow alley or passage acting as a short cut through the buildings between two streets
shy,noun,In act of throwing
shy,noun,A place for throwing
shy,noun,"A sudden start aside, as by a horse"
shy,noun,"In the Ton College wall game, a point scored by lifting the ball against the wall in the call"
sick,noun,Sick people in general as a group
sick,noun,Omit
sick,verb,"To invite an attack by, especially a dog or dogs"
sick,verb,To set upon; to chase; to attack
side,noun,A bounding straight edge of a two-dimensions shape
side,noun,A flat surface of a three-dimensions object; a face
side,noun,"One half (left or right, top or bottom, front or back, etc.) of something or someone"
side,noun,A region in a specified position with respect to something
side,noun,The portion of the human tarso usually covered by the arms when they are not raised; the areas on the left and right between the belly or chest and the back
side,noun,"One surface of a sheet of paper (used instead of ""page"", which can mean one or both surfaces.)"
side,noun,"One possible aspect of a concept, person or thing"
side,noun,One set of competitors in a game
side,noun,A sports team
side,noun,A group having a particular allegiance in a conflict or competition
side,noun,"A recorded piece of music; a record, especially in jazz"
side,noun,Sidespin; english
side,noun,"A television channel, usually as opposed to the one currently being watched (from when there were only two channels)"
side,noun,A dish that accompanies the main course; a side dish
side,noun,A line of descent traced through one parent as distinguished from that traced through another
side,noun,The matters faced in an winning by a particular pitcher
side,noun,In justified air of self-importance
side,noun,A written monologue or part of a scene to be read by an actor at an addition
side,noun,A man who prefers not to engage in anal sex during homosexual intercourse
side,verb,"To clear, tidy or sort"
sight,noun,(in the singular) The ability to see
sight,noun,The act of seeing; perception of objects by the eye; view
sight,noun,Something seen
sight,noun,"Something worth seeing; a spectacle, either good or bad"
sight,noun,"A device used in aiming a projectiles, through which the person aiming looks at the intended target"
sight,noun,"A small aperture through which objects are to be seen, and by which their direction is settled or ascertained"
sight,noun,"A great deal, a lot; frequently used to intensify a comparative"
sight,noun,"In a drawing, picture, etc., that part of the surface, as of paper or canvas, which is within the frame or the border or margin. In a frame, the open space, the opening"
sight,noun,The instrument of seeing; the eye
sight,noun,Mental view; opinion; judgment
sign,noun,(sometimes also used uncountably) A visible indication
sign,noun,Physical evidence left by an animal
sign,noun,"A clearly visible object, generally flat, bearing a short message in words or pictures"
sign,noun,A wonder; miracle; prodigy
sign,noun,In astrological sign
sign,noun,"Positive or negative popularity, as denoted by the + or - sign"
sign,noun,"A specific gesture or motion used to communicate by those with speaking or hearing difficulties; now specifically, a linguistic unit in sign language equivalent to word in spoken languages"
sign,noun,Sign language in general
sign,noun,In omen
sign,noun,"A property of the body that indicates a disease and, unlike a symptom, is unlikely to be noticed by the patient"
sign,noun,A military emblem carried on a banner or standard
sign,verb,To make a mark
sign,verb,To make the sign of the cross
sign,verb,To indicate
signal,noun,A sequence of states representing an ended message in a communication channel
signal,noun,Any variation of a quantity or change in an entity over time that conveys information upon detection
signal,noun,"A sign made to give notice of some occurrence, command, or danger, or to indicate the start of a concerted action"
signal,noun,"In on-off light, seashore, or other device used to give an indication to another person"
signal,noun,"(of a radio, of, telephone, internet, etc.) In electromagnetic action, normally a voltage that is a function of time, that conveys the information of the radio or of program or of communication with another party"
signal,noun,"In action, change or process done to convey information and thus reduce uncertainty"
signal,noun,A token; an indication; a foreshadowing; a sign
signal,noun,"Useful information, as opposed to noise"
signal,noun,A simple interprocess communication used to notify a process or thread of an occurrence
signal,noun,A signaling interaction between cells
significant,noun,That which has significance; a sign; a token; a symbol
significantly,adverb,In a significant manner or to a significant extent
silence,noun,The absence of any sound
silence,noun,The act of refraining from speaking
silence,noun,Form of meditative worship practiced by the Society of Friends (Quakers); meeting for worship
silent,noun,That which is silent; a time of silence
silent,noun,A silent movie
silk,noun,A fine finer excited by the silkworm or other anthropoid (such as a spider)
silk,noun,"A fine, soft cloth woven from silk fibres"
silk,noun,"Anything which resembles silk, such as the filiform style of the female flower of maize, or the seed covering of bombaxes"
silk,noun,The gown worn by a Senior (i.e. Queen's/King's) Counsel
silk,noun,A Senior (i.e. Queen's or King's) Counsel
silk,noun,"(circus arts, in the plural) A pair of long silk sheets suspended in the air on which a performer perform tricks"
silk,noun,(usually in the plural) The garments worn by a jockey displaying the colors of the horse's owner
silly,noun,A silly person
silly,noun,A term of address
silly,noun,A mistake
silver,noun,"A lustrous, white, metallic element, atomic number 47, atomic weight 107.87, symbol G"
silver,noun,(collectively) Coins made from silver or any similar white metal
silver,noun,"(collectively) Cutlery and other eating utensils, whether silver or made from some other white metal"
silver,noun,(collectively) Any items made from silver or any other white metal
silver,noun,A shiny gray color
silver,noun,Anything resembling silver; something shiny and white
similar,noun,"That which is similar to, or resembles, something else, as in quality, form, etc"
similar,noun,A material that produces an effect that resembles the symptoms of a particular disease
similarity,noun,Closeness of appearance to something else
similarity,noun,The relation of sharing properties
similarity,noun,A transformation that preserves angles and the ratio of distances
similarly,adverb,(manner) In a like style or manner
similarly,adverb,Used to link similar items
simple,noun,"A verbal preparation made from one plant, as opposed to something made from more than one plant"
simple,noun,(by extension) A physician
simple,noun,A simple or atomic proposition
