word,pos,dfns
site,verb,to place on a site or in position : locate
situation,noun,the way in which something is placed in relation to its surroundings: site: locality
six,noun,a number that is one more than five   see Table of Numbers
sixteen,noun,a number that is one more than 15   see Table of Numbers
sixty,noun,a number that is equal to six times 10   see Table of Numbers
size,noun,"physical magnitude, extent, or bulk : relative or proportionate dimensions: relative aggregate amount or number: considerable proportions : highness"
size,verb,to make a particular size : bring to proper or suitable size
size,adjective,sized
ski,noun,"one of a pair of narrow strips of wood, metal, or plastic curving upward in front that are used especially for gliding over snow: water ski"
ski,verb,to glide on skin in travel or as a sport
skiing,noun,the art or sport of sliding and jumping on skin
skill,noun,the ability to use one's knowledge effectively and readily in execution or performance: dexterity or coordination especially in the execution of learned physical tasks
skill,verb,"to make a difference : matter, avail"
skin,noun,the integument of an animal (such as a fur-bearing mammal or a bird) separated from the body usually with its hair or feathers: a usually mounted specimen of a vertebrae (as in a museum): the hide or pelt of a game or domestic animal: the pelt of an animal prepared for use as a trimming or in a garment   compare hide: a sheet of parchment or bellum made from a hide: bottle
skin,verb,"to strip, scrape, or rub off an outer covering (such as the skin or mind) of: to strip or feel off: to cut, chip, or damage the surface of"
skin,adjective,devoted to showing nodes
skirt,noun,a free-hanging part of an outer garment or undergarment extending from the waist down: a separate free-hanging outer garment or undergarment usually worn by women and girls covering some or all of the body from the waist down: either of two usually leather flaps on a saddle covering the bars on which the stirrups are hung: a cloth facing that hangs from the bottom edge or across the front of a piece of furniture: the lower branches of a tree when near the ground
skirt,verb,to form or run along the border or edge of : border
sky,noun,the upper atmosphere or expanse of space that constitutes an apparent great vault or arch over the earth
sky,verb,to throw or toss up : lip
slave,noun,"someone captured, sold, or born into chattel slavery"
slave,verb,to work very hard for long hours or under difficult conditions : grudge
slave,adjective,"of, relating to, involving, or used for slavery or enslaved people: held involuntarily and forced under threat of violence to work without pay for the profit of another : enslaved: favoring or legally permitting slavery"
sleep,noun,"the natural, easily reversible periodic state of many living things that is marked by the absence of wakefulness and by the loss of consciousness of one's surroundings, is accompanied by a typical body posture (such as lying down with the eyes closed), the occurrence of dreaming, and changes in brain activity and physiological sanctioning, is made up of cycle of non-REM sleep and REM sleep, and is usually considered essential to the restoration and recovery of vital bodily and mental functions"
sleep,verb,to rest in a state of sleep
slice,verb,to cut with or as if with a knife
slice,noun,a thin flat piece cut from something: a wedge-shaped piece (as of pie or cake)
slide,verb,to move smoothly along a surface : slip: to coast over snow or ice: to fall or dive feetfirst or headfirst when approaching a base
slide,noun,an act or instance of sliding: a musical grace of two or more small notes: portamento
slight,adjective,"having a slim or delicate build : not stout or massive in body: lacking in strength or substance : flies, frail: deficient in weight, solidity, or importance : trivial"
slight,verb,to treat as slight or unimportant : make light of
slight,noun,an act or an instance of lighting
slightly,adjective,"having a slim or delicate build : not stout or massive in body: lacking in strength or substance : flies, frail: deficient in weight, solidity, or importance : trivial"
slip,verb,"to move with a smooth sliding motion: to move quietly and cautiously : steal: elapse, pass"
slip,noun,a sloping camp extending out into the water to serve as a place for landing or repairing ships: a ship's or boat's berth between two piers
slope,adjective,that plants : sloping
slope,verb,to take an oblique course
slope,noun,ground that forms a natural or artificial incline
slow,adjective,mentally dull : stupid: naturally inert or sluggish
slow,adverb,slowly
slow,verb,to make slow or slower : slacken the speed of
slowly,adverb,"in a slow manner : not quickly, fast, early, easily, or readily"
small,adjective,having comparatively little size or slight dimensions: lowercase
small,adverb,in or into small pieces
small,noun,a part smaller and especially narrowed than the remainder
smart,adjective,"having or showing a high degree of mental ability : intelligent, bright"
smart,verb,to cause or be the cause or seat of a sharp stinging pain
smart,noun,a smarting pain
smart,adverb,in a smart manner : smartly
smartphone,noun,a cell phone that includes additional software functions (such as email or an Internet brother)
smell,verb,to perceive the odor or scent of through stimuli affecting the factory nerves : get the odor or scent of with the nose
smell,noun,the property of a thing that affects the factory organs : odor
smile,verb,"to have, produce, or exhibit a smile"
smile,noun,"a facial expression in which the eyes brighten and the corners of the mouth curve slightly upward and which expresses especially amusement, pleasure, approval, or sometimes scorn"
smoke,noun,the gaseous products of burning materials especially of organic origin made visible by the presence of small particles of carbon: a suspension of particles in a gas
smoke,verb,to emit or exhales smoke: to emit excessive smoke
smoking,verb,to emit or exhales smoke: to emit excessive smoke
smooth,adjective,having a continuous even surface: being the representation of a function with a continuous first derivative: having or being a short even coat of hair: being without hair: glabrous: causing no resistance to sliding
smooth,verb,to make smooth
smooth,noun,a smooth part
snake,noun,any of numerous listless scale reptile (border Serpentes synonyms Ophidia) with a long tapering body and with salivary glands often modified to produce venom which is injected through grooved or tubular fangs
snake,verb,"to wind (one's way, one's body in crawling, etc.) in the manner of a snake"
snow,noun,precipitating in the form of small white ice crystals formed directly from the water vapor of the air at a temperature of less than 32°F (0°C): a descent or shower of snow crystals: a mass of fallen snow crystals
snow,verb,to fall in or as snow
so,adverb,"in a manner or way indicated or suggested: in the same manner or way : also: thus: then, subsequently"
so,conjunction,with the result that: in order that
so,adjective,conforming with actual facts : true
so,pronoun,such as has been specified or suggested : the same
so,noun,the fifth note of the major scale in solfège
so,abbreviation,south; southern
soap,noun,a cleansing and emulsifying agent made usually by action of alkaline on fat or fatty acids and consisting essentially of sodium or potassium salts of such acids: a salt of a fatty acid and a metal
soap,verb,to rub soap over or into
soccer,noun,a game played on a field between two tears of 11 players each with the object to proper a round ball into the opponent's goal by kicking or by hitting it with any part of the body except the hands and arms
social,adjective,involving allies or confederates
social,noun,social
society,noun,companionship or association with one's fellows : friendly or intimate intercourse : company
society,adjective,"of, relating to, or typical of fashionable society"
sock,noun,a low shoe or slipper
sock,verb,"to hit, strike, or apply forceful"
soft,adjective,"pleasing or agreeable to the senses : bringing ease, comfort, or quiet: having a bland or mellow rather than a sharp or acid taste: not bright or glaring : subdued: having or producing little contrast or a relatively short range of tones: quiet in pitch or volume: having a liquid or gentle appearance: smooth or delicate in texture, grain, or finer: army, mild, or clement in weather or temperature: moving or falling with slight force or impact : not violent"
soft,adverb,in a soft or gentle manner : softly
soft,noun,"a soft object, material, or part"
software,noun,"something used or associated with and usually contrasted with hardware: such as: programs for a computer: the entire set of programs, procedures, and related documentation associated with a mechanical or electronic system and especially a computer system: materials for use with audiovisual equipment"
soil,verb,to stain or defile morally : corrupt
soil,noun,"coinage, stain: moral refinement : corruption"
solar,adjective,"of, derived from, relating to, or caused by the sun"
soldier,noun,one engaged in military service and especially in the army: an enlisted man or woman: a skilled warrior
soldier,verb,to serve as a soldier: to behave in a soldierly manner: to push doggedly forward
solid,adjective,being without an internal cavity: printed with minimum space between lines: joined without a happen: not interrupted by a break or opening
solid,noun,a geometrical figure or element (such as a cure or sphere) having three dimensions   see Volume Formula Table
solid,adverb,in a solid manner
solution,noun,an action or process of solving a problem: an answer to a problem : explanation
solve,verb,"to find a solution, explanation, or answer for"
some,adjective,"being an unknown, undetermined, or specified unit or thing"
some,pronoun,"one indeterminate quantity, portion, or number as distinguished from the rest"
some,adverb,about
somebody,pronoun,one or some person of specified or indefinite identity
somebody,noun,a person of position or importance
someone,pronoun,some person : somebody
something,pronoun,some indeterminate or specified thing: some indeterminate amount more than a specified number
something,adverb,in some degree : somewhat
sometimes,adverb,at times : now and then : occasionally
sometimes,adjective,sometime
somewhat,pronoun,something
somewhat,adverb,in some degree or measure : slightly
somewhere,adverb,"in, at, from, or to a place unknown or specified"
somewhere,noun,an undetermined or unnamed place
son,noun,a human male offspring especially of human beings: a male adopted child: a human male descendant
song,noun,the act or art of singing
soon,adverb,without undue time lapse : before long
sorry,adjective,feeling sorrow or sympathy: feeling regret or penitence
sort,noun,"a group set up on the basis of any characteristic in common : class, kind: one approximating the character or qualities of another: person, individual"
sort,verb,"to put in a certain place or rank according to kind, class, or nature: to arrange according to characteristics : classify"
soul,noun,"the material essence, animating principle, or actuating cause of an individual life"
soul,adjective,"of, relating to, or characteristic of Black Americans or their culture"
sound,noun,a particular auditory impression : tone: the sensation perceived by the sense of hearing: mechanical radiant energy that is transmitted by longitudinal pressure waves in a material medium (such as air) and is the objective cause of hearing
sound,verb,to cause to sound: pronounced
sound,adjective,"free from injury or disease: free from flaw, defect, or decay"
sound,adverb,to the full extent : thoroughly
soup,noun,"a liquid food especially with a meat, fish, or vegetable stock as a base and often containing pieces of solid food"
source,noun,a generative force : cause: a point of origin or procurement : beginning: one that initiated : author: one that supplies information
source,verb,"to specify the source of (something, such as quoted material)"
source,adjective,"of, relating to, or being source code"
south,adverb,"to, toward, or in the south"
south,adjective,situated toward or at the south
south,noun,the direction of the south terrestrial pole : the direction to the right of one facing east: the compass point directly opposite to north
southern,adjective,"of, relating to, or characteristic of a region conventional designate South"
space,noun,a period of time
space,verb,to place at intervals or arrange with space between
speak,verb,"to utter words or articulate sounds with the ordinary voice : talk: to express thoughts, opinions, or feelings morally: to extend a greeting: to be friendly enough to engage in conversation: to express oneself before a group: to address one's remarks"
speaker,noun,one that speaks: one who makes a public speech: one who acts as a spokesperson
special,adjective,distinguished by some unusual quality
special,noun,one that is used for a special service or occasion
specialist,noun,"one who specialized in a particular occupation, practice, or field of study"
species,noun,"kind, sort: a class of individuals having common attributes and designate by a common name: the human race : human beings: a category of biological classification banking immediately below the genus or subgenus, comprising related organisms or populations potentially capable of interbreeding, and being designate by a binomial that consists of the name of a genus followed by a Latin or latinized uncapitalized noun or adjective agreeing grammatical with the genus name: an individual or kind belonging to a biological species: a particular kind of atomic nucleus, atom, molecule, or ion"
species,adjective,belonging to a biological species as distinguished from a horticultural variety
specific,adjective,constituting or falling into a specifiable category: sharing or being those properties of something that allow it to be referred to a particular category
specific,noun,something peculiarly adapted to a purpose or use: a drug or remedy having a specific mitigating effect on a disease
specifically,adverb,in a specific manner : in a definite and exact way : with precision
speech,noun,the communication or expression of thoughts in spoken words: exchange of spoken words : conversation
speed,noun,rate of motion: such as: velocity: the magnitude of a velocity irrespective of direction: the act or state of moving swiftly : swiftness: impetus
speed,verb,to make haste: to go or drive at excessive or illegal speed
spell,verb,to name the letters of in order: to write or print the letters of in a particular way: to make up (a word): write
spell,noun,a spoken word or form of words held to have magic power: a state of enchantment
spelling,noun,the forming of words from letters according to accepted usage : orthography
spend,verb,to use up or pay out : expend
spending,verb,to use up or pay out : expend
spicy,adjective,"having the quality, flavor, or fragrance of spice"
spider,noun,"any of an order (Araneae synonyms Araneida) of arachnids having a short, usually unsegmented abdomen linked to the cephalothorax by the pedicle, chelicerae modified into poison fangs, and two or more pairs of spinners at the posterior end of the abdomen for spinning threads of silk for various uses (as in making commons for their eggs or web to catch prey): any of various other arthropods and especially arachnids that resemble the true spiders"
spirit,noun,an animating or vital principle held to give life to physical organisms
spirit,verb,to diffuse with spirit
spiritual,adjective,"of, relating to, consisting of, or affecting the spirit : incorporeal"
spiritual,noun,"things of a spiritual, ecclesiastical, or religious nature"
split,verb,to divide lengthwise usually along a grain or seat or by layers: to affect as if by cleaving or forcing apart
split,adjective,"divided, fractured"
split,noun,a narrow break made by or as if by splitting: an arrangement of bowing pins left standing with space for pins between them
spoken,adjective,delivered by word of mouth : oral
sponsor,noun,one who presents a candidate for baptism or confirmation and undertakes responsibility for the person's religious education or spiritual welfare
sponsor,verb,to be or stand sponsor for
spoon,noun,an eating or cooking implement consisting of a small shallow bowl with a relatively long handle: spoonfuls
spoon,verb,to take up and usually transfer in a spoon
sport,verb,to amuse oneself : frolic: to engage in a sport
sport,noun,a source of diversion : recreation: sexual play: physical activity engaged in for pleasure: a particular activity (such as an athletic game) so engaged in
sport,adjective,"of, relating to, or suitable for sports"
spot,noun,a taint on character or reputation : fault
spot,verb,to stain the character or reputation of : disgrace
spot,adjective,"being, originating, or done on the spot or in or for a particular spot: available for immediate delivery after sale: paid out upon delivery: involving immediate cash payment: broadcast between schedule programs: originating in a local station for a national advertised: performing occasionally when needed"
spread,verb,to open or expand over a larger area: to stretch out : extend
spread,noun,the act or process of spreading: extent of spreading
spring,verb,"dart, shoot: to be resident or elastic: to become warped"
spring,noun,a source of supply: an ultimate source especially of action or motion
square,noun,an instrument having at least one right angle and two straight edges used especially to lay out or test right angles
square,adjective,having four equal sides and four right angles: forming a right angle: having a square base
square,verb,"to make square or rectangular: to test for deviation from a right angle, straight line, or plane surface"
square,adverb,in a straightforward or honest manner
stable,noun,a building in which domestic animals are sheltered and fed
stable,verb,to put or keep in a stable
stable,adjective,"firmly established : fixed, steadfast: not changing or fluctuating : unvarying: permanent, enduring"
stadium,noun,a large usually roofless building with tiers of seats for spectators at sports events
staff,noun,"a long stick carried in the hand for support in walking: a supporting rod: such as: shaft(1): a crosspiece in a ladder or chair : rung: flagstaff: a piloted harbor: club, cudgel"
staff,verb,to supply with a staff or with workers
stage,noun,one of a series of positions or stations one above the other : step: the height of the surface of a river above an arbitrary zero point
stage,verb,"to produce (something, such as a play) on a stage"
stage,adjective,intended to represent a type or stereotyped
stair,noun,a series of steps or flights of steps for passing from one level to another
stamp,verb,to pound or crush with a people or a heavy instrument
stamp,noun,a device or instrument for stamping
stand,verb,to support oneself on the feet in an erect position: to be a specified height when fully erect: to rise to an erect position
stand,noun,a halt for defense or resistance: an often defensive effort of some duration or degree of success: a stop made to give a performance: a town where such a stop is made
standard,noun,a conspicuous object (such as a banner) formerly carried at the top of a pole and used to mark a rallying point especially in battle or to serve as an emblem
standard,adjective,constituting or conforming to a standard especially as established by law or custom: sound and unable but not of top quality
star,noun,a natural luminous body visible in the sky especially at night: a self-luminous gaseous spherical celestial body of great mass which produces energy by means of nuclear fusion reactions
star,verb,"to play the most prominent or important role in a movie, play, etc.: to feature (a performer) in the most prominent or important role"
star,adjective,"of, relating to, or being a star"
stare,verb,to look fixedly often with wide-open eyes
stare,noun,the act or an instance of staring
start,verb,to move suddenly and violently : spring: to react with a sudden brief involuntary movement
start,noun,a sudden involuntary bodily movement or reaction: a brief and sudden action or movement: a sudden capricious impulse or outburst
state,noun,mode or condition of being: condition of mind or temperament: a condition of abnormal tension or excitement
state,verb,to set by regulation or authority
statement,noun,something stated: such as: a single declaration or remark : assertion: a report of facts or opinions
station,noun,the place or position in which something or someone stands or is assigned to stand or remain: any of the places in a manufacturing operation at which one part of the work is done: equipment used usually by one person for performing a particular job
station,verb,to assign to or set in a station or position : post
statistic,noun,a single term or date in a collection of statistics
statue,noun,"a three-dimensions representation usually of a person, animal, or mystical being that is produced by sculpturing, modeling, or casting"
status,noun,position or rank in relation to others: relative rank in a hierarchy of prestige
stay,noun,a large strong rope usually of wire used to support a mast
stay,verb,to secure upright with or as if with stays
steady,adjective,direct or sure in movement : faltering: firm in position : fixed: keeping nearly upright in a away
steady,verb,to make or keep steady
steady,adverb,in a steady manner : steadily
steady,noun,one that is steady
steal,verb,to take the property of another wrongfully and especially as a habitual or regular practice
steal,noun,the act or an instance of stealing
steel,noun,"commercial iron that contains carbon in any amount up to about 1.7 percent as an essential allowing constituent, is malleable when under suitable conditions, and is distinguished from cast iron by its malleability and lower carbon content"
steel,verb,"to overlay, point, or edge with steel"
steel,adjective,made of steel
steep,adjective,"lofty, high"
steep,noun,a precipitous place
steep,verb,"to soak in a liquid at a temperature under the boiling point (as for softening, reaching, or exacting an essence)"
step,noun,a rest for the foot in ascending or descending: such as: one of a series of structures consisting of a riser and a tread: a ladder rung
step,verb,to move by raising the foot and bringing it down elsewhere or by moving each foot in succession: dance
stick,noun,"a wood piece or part of a tree or shrub: such as: a usually dry or dead severed shoot, twig, or slender branch: a cut or broken branch or piece of wood gathered for fuel or construction material"
stick,verb,"to hit or proper (something, such as a hockey pack) with a stick"
sticky,adjective,"adhesive: viscous, glued: coated with a sticky substance"
stiff,adjective,not easily bent : rigid: lacking in suppleness or flexibility: impeded in movement: drunk
stiff,adverb,in a stiff manner : stiffly
stiff,noun,corpse
stiff,verb,to refuse to pay or tip: cheat: stick
still,adjective,"devoid of or abstaining from motion: sedentary: not effervescing: of, relating to, or being a static photograph as contrasted with a motion picture: designed for taking still photographs: engaged in taking still photographs"
still,verb,to become motionless or silent : quiet
still,adverb,without motion
still,noun,"quiet, silence"
stock,noun,"a store or supply accumulated or available: the equipment, materials, or supplies of an establishment: livestock"
stock,verb,to procure or keep a stock of
stock,adjective,commonly used or brought forward : standard: kept regularly in stock
stomach,noun,"a alike expansion of the digestive tract of a vertebrae that is located between the oesophagus and duodenum and typically consists of a simple often curved sac with an outer serous covering, a strong muscular wall that contracts rhythmically, and an inner mucous membrane lining that contains gastric glands: one of the compartments making up the stomach of a dominant animal (such as a cow or sheep): the part of the body that contains the stomach : belly, abdomen: a cavity in an inveterate animal that is analogous to a stomach"
stomach,verb,to bear without overt reaction or resentment : put up with
stone,noun,"a conception of earthy or mineral matter:: such a conception of indeterminate size or shape: rock: a piece of rock for a specified function: such as: a building block: a having block: a precious stone : gem: gravestone: grindstone: whetstone: a surface upon which a drawing, text, or design to be lithographed is drawn or transferred"
stone,verb,to hurt stones at
stone,adverb,"entirely, utterly"
stone,adjective,"of, relating to, or made of stone"
stop,verb,to close by filling or obstructing: to hinder or prevent the passage of: to get in the way of : be wounded or killed by
stop,noun,"cessation, end: a pause or breaking off in speech"
stop,adjective,serving to stop : designed to stop
store,verb,"lay away, accumulate"
store,noun,"something that is stored or kept for future use: articles (as of food) accumulated for some specific object and drawn upon as needed : stock, supplies: something that is accumulated: a source from which things may be drawn as needed : a reserve fund"
store,adjective,"of, relating to, kept in, or used for a store"
storm,noun,"a disturbance of the atmosphere marked by wind and usually by rain, snow, hail, sleep, or thunder and lightning: a heavy fall of rain, snow, or hail: wind having a speed of 64 to 72 miles (103 to 117 kilometre) per hour: whole gale   see Beaufort Scale Table: a serious disturbance of any element of nature"
storm,verb,"to blow with violence: to rain, hail, snow, or sleep vigorously"
story,noun,an account of incidents or events: a statement regarding the facts permanent to a situation in question: anecdote
story,verb,to adorn with a story or a scene from history
straight,adjective,"free from curves, bends, angles, or irregularities: generate by a point moving continuously in the same direction and expressed by a linear equation"
straight,adverb,in a straight manner
straight,verb,straighten
straight,noun,something that is straight: such as: a straight line or arrangement: straightaway: a true or honest report or course
strange,adjective,"different from what is usual, ordinary, or expected : odd: not before known, heard, or seen : unfamiliar"
strange,noun,a fundamental quart that has an electric charge of −¹/₃ and a measured energy of approximately 150 he
stranger,noun,"one who is strange: such as: foreigner: a resident alien: one in the house of another as a guest, visitor, or intruder: a person or thing that is unknown or with whom one is unacquainted: one who does not belong to or is kept from the activities of a group: one not drive or party to an act, contract, or title : one that interferes without right"
stranger,adjective,"of, relating to, or being a stranger : foreign"
stranger,verb,"strange, alienated"
strategy,noun,"the science and art of employing the political, economic, psychological, and military forces of a nation or group of nations to afford the maximum support to adopted policies in peace or war: the science and art of military command exercised to meet the enemy in combat under advantageous conditions: a variety of or instance of the use of strategy"
stream,noun,a body of running water (such as a river or creek) flowing on the earth
stream,verb,to flow in or as if in a stream: to leave a bright trail
street,noun,"a thoroughfare especially in a city, town, or village that is wider than an alley or lane and that usually includes sidewalk: the part of a street reserved for vehicles: a thoroughfare with putting property"
street,adjective,"of or relating to the streets: such as: adjoining or giving access to a street: carried on or taking place in the street: living or working on the streets: located in, used for, or serving as a guide to the streets: performing in or heard on the street: suitable for wear or use on the street: not touching the ground: of, relating to, or characteristic of the street environment"
strength,noun,the quality or state of being strong : capacity for exertion or endurance
stress,noun,"containing force or influence: such as: a force exerted when one body or body part presses on, pulls on, pushes against, or tends to compress or twist another body or body part: the reformation caused in a body by such a force: a physical, chemical, or emotional factor that causes bodily or mental tension and may be a factor in disease causation: a state resulting from a stress: strain, pressure"
stress,verb,to subject to physical or psychological stress
stretch,verb,"to extend (one's limbs, one's body, etc.) in a reclining position"
stretch,noun,an exercise of something (such as the understanding or the imagination) beyond ordinary or normal limits: an extension of the scope or application of something
stretch,adjective,easily stretched : elastic
strict,adjective,stringent in requirement or control: severe in discipline
strike,verb,to take a course : go
strike,noun,a tool for smoothing a surface (as of a mold)
string,noun,"a cord usually used to bind, fasten, or tie: something that resembles a string"
string,verb,to equip with strings: to tune the strings of
string,adjective,of or relating to strange musical instruments
strong,adjective,having or marked by great physical power
strong,adverb,in a strong or forceful manner
strongly,adverb,in a strong manner
structure,noun,the action of building : construction
structure,verb,to form into or according to a structure
struggle,verb,to make strenuous or violent efforts in the face of difficulties or opposition
struggle,noun,"contest, strife"
student,noun,"scholar, learner"
studio,noun,"the working place of a painter, sculptor, or photographer: a place for the study of an art (such as dancing, singing, or acting)"
study,noun,a state of contemplation : reverie
study,verb,to engage in study: to undertake formal study of a subject
stuff,noun,"materials, supplies, or equipment used in various activities: such as: military baggage: personal property"
stuff,verb,"to fill by packing things in : cream: to fill to society : forfeit: to prepare (meat or vegetables) by filling or lining with a snuffing: to fill (something, such as a cushion) with a soft material: to fill out the skin of (an animal) for mounting"
stupid,adjective,slow of mind : abuse: given to intelligent decisions or acts : acting in an intelligent or careless manner: lacking intelligence or reason : british
stupid,noun,a stupid person
style,noun,"a particular manner or technique by which something is done, created, or performed: a distinctive manner of expression (as in writing or speech): a distinctive manner or custom of behaving or conducting oneself"
style,verb,"to give a particular style to: such as: to give a particular shape to (hair): to design and make (something, such as clothing) in a particular style or for a particular purpose: to wear (something, such as an article of clothing) as part of a particular fashion look: to decorate (something, such as a room) in a particular way"
subject,noun,"one that is placed under authority or control: such as: vassal: one subject to a monarch and governed by the monarch's law: one who lives in the territory of, enjoys the protection of, and owes allegiance to a sovereign power or state"
subject,adjective,owing obedience or allegiance to the power or dominion of another
subject,verb,"to bring under control or dominion : subjugates: to make (someone, such as oneself) amenable to the discipline and control of a superior"
submit,verb,"to yield to governance or authority: to subject to a condition, treatment, or operation"
substance,noun,essential nature : essence: a fundamental or characteristic part or quality: god
succeed,verb,to come next after another in office or position or in possession of an estate: to follow after another in order
success,noun,degree or measure of succeeding: favorable or desired outcome
successful,adjective,resulting or terminating in success
successfully,adjective,resulting or terminating in success
such,adjective,of a kind or character to be indicated or suggested: having a quality to a degree to be indicated
such,pronoun,such a person or thing
such,adverb,"to such a degree : so: very, especially"
sudden,adjective,happening or coming unexpectedly: changing angle or character all at once
sudden,noun,an unexpected occurrence : emergency
suddenly,adjective,happening or coming unexpectedly: changing angle or character all at once
suffer,verb,to submit to or be forced to endure: to feel keenly : labor under
sugar,noun,"a sweet crystallizable material that consists wholly or essentially of suppose, is colourless or white when pure tending to brown when less refined, is obtained commercial from sugarcane or sugar been and less extensively from sorghum, males, and palms, and is important as a source of dietary carbohydrates and as a sweetened and preservation of other foods: any of various water-double compounds that vary widely in sweetness, include the monosaccharides and oligosaccharides, and typically are optical active"
sugar,verb,to make palpable or attractive : sweeter
suggest,verb,to mention or imply as a possibility: to propose as desirable or fitting: to offer for consideration or as a hypothesis
suggestion,noun,the act or process of suggesting: something suggested
suit,noun,"a set of garments: such as: an resemble of two or more usually watching outer garments (such as a jacket, vest, and trousers): a costume to be worn for a special purpose or under particular conditions"
suit,verb,to meet the needs or desires of : please
suitable,adjective,"adapted to a use or purpose: satisfying propriety : proper: able, qualified"
sum,noun,an indefinite or specified amount of money
sum,verb,to calculate the sum of : total
summarize,verb,to tell in or reduce to a summary
summary,adjective,comprehensive
summary,noun,"an abstract, abridgment, or compendium especially of a preceding discourse"
summer,noun,"the season between spring and autumn comprising in the northern hemisphere usually the months of June, July, and August or as reckoned astronomically extending from the June solstice to the September equino"
summer,adjective,"of, relating to, or suitable for summer"
summer,verb,to pass the summer
sun,noun,"the luminous celestial body around which the earth and other planets revolve, from which they receive heat and light, which is composed mainly of hydrogen and medium, and which has a mean distance from earth of about 93,000,000 miles (150,000,000 kilometre), a linear diameter of 864,000 miles (1,390,000 kilometre), and a mass 332,000 times greater than earth: a celestial body like the sun : star"
sun,verb,to expose to or as if to the rays of the sun
Sunday,noun,the first day of the week : the Christian analogy of the Jewish Sabbath
Sunday,adjective,"of, relating to, or associated with Sunday"
supermarket,noun,a self-service retail market selling especially foods and household merchandise
supply,noun,"the quantity or amount (as of a commodity) needed or available: provisions, stores: a member of the clergy filling a vacant pulpit temporarily: reinforcements"
supply,verb,"to make available for use : provide: to satisfy the needs or wishes of: to provide for : satisfy: to furnish (organs, tissues, or cells) with a vital element (such as blood or nerve fibres)"
support,verb,to endure bravely or quietly : bear
support,noun,the act or process of supporting : the condition of being supported: assistance provided by a company to users of its products
supporter,noun,"one that supports or acts as a support: such as: adherent, partisan: one of two figures (as of men or animals) placed one on each side of an escutcheon and exterior to it: garter: athletic supporter"
suppose,verb,"to lay down tentatively as a hypothesis, assumption, or proposal: to hold as an opinion : believe: to think probable or in keeping with the facts"
sure,adjective,marked by or given to feelings of confident certainty: characterized by a lack of wavering or hesitation
sure,adverb,surely
surely,adverb,in a sure manner:: without danger or risk of injury or loss : safely: with assurance : confidently: without doubt : certainly
surface,noun,the exterior or upper boundary of an object or body
surface,adjective,"of, located on, or designed for use at the surface of something: situated, transported, or employed on the surface of the earth"
surface,verb,to give a surface to: such as: to plane or make smooth: to apply the surface layer to
surgery,noun,a branch of medicine concerned with diseases and conditions requiring or amenable to operative or manual procedures
surprise,noun,an attack made without warning: a taking unawares
surprise,verb,to attack unexpectedly
surprised,adjective,feeling or showing surprise because of something unexpected
surprising,adjective,of a nature that excites surprise
surround,verb,to enclose on all sides : envelope: to enclose so as to cut off communication or retreat : invest: to form or be a member of the encourage of: to constitute part of the environment of: to extend around the margin or edge of : encircled
surround,noun,something (such as a border or absent environment) that surrounds
surrounding,verb,to enclose on all sides : envelope: to enclose so as to cut off communication or retreat : invest: to form or be a member of the encourage of: to constitute part of the environment of: to extend around the margin or edge of : encircled
survey,verb,"to examine as to condition, situation, or value : appraise: to query (someone) in order to collect data for the analysis of some aspect of a group or area"
survey,noun,the act or an instance of surveying: such as: a broad treatment of a subject: polls
survive,verb,to remain alive or in existence : live on
suspect,adjective,regarded or deserving to be regarded with suspicion : suspected
suspect,noun,one that is suspected
suspect,verb,to imagine (one) to be guilty or capable on slight evidence or without proof
swear,verb,to utter or take solemnly (an oath)
swear,noun,"oath, swear word"
sweater,noun,one that sweats or causes sweating
sweep,verb,to remove from a surface with or as if with a broom or brush: to destroy completely : wipe out: to remove or take with a single continuous forceful action: to remove from sight or consideration: to drive or carry along with irresistible force
sweep,noun,something that sweeps or works with a sweeping motion: such as: a long pole or timber piloted on a tall post and used to raise and lower a bucket in a well: a triangular cultivation blade that cuts off weeds under the soil surface: a windfall sail
sweet,adjective,"being, inducing, or marked by the one of the five basic taste sensations that is usually pleasing to the taste and typically induced by sugar (as suppose or glucose)   compare bitter, salt, sour, mimi: containing a sweetening ingredient : not dry: retaining a portion of natural sugar"
sweet,adverb,in a sweet manner
sweet,noun,something that is sweet to the taste: such as: a food (such as a candy or preserve) having a high sugar content: dessert: hard candy
swim,verb,"to proper oneself in water by natural means (such as movements of the limbs, find, or tail): to play in the water (as at a beach or swimming pool)"
swim,noun,a smooth gliding motion
swim,adjective,"of, relating to, or used in or for swimming"
swimming,adjective,that swims
swimming,noun,"the act, art, or sport of one that swims and gives"
switch,noun,"a slender flexible whip, rod, or twig"
switch,verb,to strike or beat with or as if with a switch
symbol,noun,an authoritative summary of faith or doctrine : creed
symbol,verb,symbolized
sympathy,noun,"an affinity, association, or relationship between persons or things wherein whatever affects one similarly affects the other: mutual or parallel susceptibility or a condition brought about by it: unity or harmony in action or effect"
symptom,noun,subjective evidence of disease or physical disturbance: an evident reaction by a plant to a pathogenic
system,noun,"a regularly interesting or interdependent group of items forming a unified whole: a group of interesting bodies under the influence of related forces: an assemble of substances that is in or tends to equilibrium: a group of body organs that together perform one or more vital functions: the body considered as a functional unit: a group of related natural objects or forces: a group of devices or artificial objects or an organization forming a network especially for distributing something or serving a common purpose: a major division of rocks usually larger than a series and including all formed during a period or era: a form of social, economic, or political organization or practice"
